,text,answer_start,q_idx
3786,롤링 스톤,338,6568043-3-2
3787,롤링 스톤,338,6553999-3-0
3788,"3,200만 장",391,6553999-3-1
3789,미국 의회 도서관,270,6553999-3-2
3790,존 레논,34,5782863-4-0
3791,일본,255,5782863-4-1
3792,존 레논,651,5782863-4-2
3793,존 레논,34,6568043-4-0
3794,독일,188,6568043-4-1
3795,"35,000여명",319,6568043-4-2
3796,존 레논,34,6553999-4-0
3797,"35,000여명",319,6553999-4-1
3798,이멜다 마르코스,461,6553999-4-2
3799,군악대,113,6568043-5-0
3800,마틴,346,6568043-5-1
3801,말 에반스,23,6553999-5-0
3802,1967년 4월,205,6553999-5-1
3803,월터 에버렛,8,6568043-6-0
3804,애비 로드 스튜디오,146,6568043-6-1
3805,멜로트론,552,6568043-6-2
3806,월터 에버렛,8,6553999-6-0
3807,플루트,658,6553999-6-1
3808,에머릭,729,6553999-6-2
3809,55시간,364,6568043-7-0
3810,우리의 공연,526,6568043-7-1
3811,55시간,364,6553999-7-0
3812,When I'm Sixty-Four,581,6553999-7-1
3813,1967년 2월,79,6553999-7-2
3814,포 트랙 녹음기,7,6568043-8-0
3815,에이트 트랙 테이프,28,6568043-8-1
3816,리덕션 믹싱,160,6568043-8-2
3817,포 트랙 녹음기,7,6553999-8-0
3818,포 트랙 녹음기,149,6553999-8-1
3819,A Day in the Life,458,6553999-8-2
3820,경상북도 군위,7,6130214-0-0
3821,13기,76,6130214-0-1
3822,2017년 2월,635,6130214-0-2
3823,1958년,0,6517361-0-0
3824,서울대학교,29,6517361-0-1
3825,13기,76,6517361-0-2
3826,1958년,0,6531326-0-0
3827,경북고등학교,21,6531326-0-1
3828,제23회,55,6531326-0-2
3829,선고유예,177,6130214-1-0
3830,무죄,445,6130214-1-1
3831,무죄,445,6517361-1-0
3832,80만원,511,6517361-1-1
3833,무죄,445,6531326-1-0
3834,대구고등법원,0,6531326-1-1
3835,2017년 10월 30일,17,6517361-2-0
3836,2017년 12월 21일,294,6517361-2-1
3837,대구고등법원장,0,6531326-2-0
3838,대구지방법원 포항지원,324,6531326-2-1
3839,동지중해,195,6457671-0-0
3840,아크레 함락,26,6457671-0-1
3841,아크레 함락,26,6521183-0-0
3842,1291년,60,6521183-0-1
3843,아크레 공방전,0,6521198-0-0
3844,무슬림,73,6521198-0-1
3845,아인잘루트 전투(Battle of Ain Jalut),445,6457671-1-0
3846,하틴 전투,27,6457671-1-1
3847,하틴 전투,27,6521183-1-0
3848,백년,151,6521183-1-1
3849,하틴 전투,27,6521198-1-0
3850,아인잘루트 전투,445,6521198-1-1
3851,칼릴,422,6457671-2-0
3852,1290년 8월,66,6457671-2-1
3853,칼릴,422,6521183-2-0
3854,10월,365,6521183-2-1
3855,칼릴,422,6521198-2-0
3856,콸라운,373,6521198-2-1
3857,4만 5천명,14,6457671-3-0
3858,맘루크 군대,337,6457671-3-1
3859,4만 5천명,14,6521183-3-0
3860,3만~7만명,183,6521183-3-1
3861,4만 5천명,14,6521198-3-0
3862,앙리2세,68,6521198-3-1
3863,4월 6일,379,6457671-4-0
3864,5월 18일,391,6457671-4-1
3865,6주를,15,6521183-4-0
3866,4월 6일,379,6521183-4-1
3867,6주,15,6521198-4-0
3868,키프로스,347,6521198-4-1
3869,오스만 투르크의 진출을 저지,139,6457671-5-0
3870,오스만 제국,343,6457671-5-1
3871,오스만 투르크,139,6521183-5-0
3872,500여 년,315,6521183-5-1
3873,ERICA캠퍼스,83,5938776-0-0
3874,1939년,107,5938776-0-1
3875,1959년,256,5938776-0-2
3876,사근동,49,6570118-0-0
3877,김연준,113,6570118-0-1
3878,김연준,9,5938776-1-0
3879,한국 전쟁 이후 서울 수복 후,195,5938776-1-1
3880,클러스터형 산업중심대학,429,5938776-1-2
3881,2008년,14,6570118-1-0
3882,1941년,77,6570118-1-1
3883,김연준,307,6570118-1-2
3884,2년제 3개과,82,5938776-2-0
3885,1944년,156,5938776-2-1
3886,소화공과학교,245,5938776-2-2
3887,서울시 종로구터,59,6570118-2-0
3888,1942년,101,6570118-2-1
3889,1944년,156,6570118-2-2
3890,1948년,41,5938776-3-0
3891,1952년,150,5938776-3-1
3892,초대 김연준 이사장 취임부터 한양대학교 승격인가 전까지,0,5938776-3-2
3893,1950년,105,6570118-3-0
3894,1952년,150,6570118-3-1
3895,1955년,288,6570118-3-2
3896,1959년,121,5938776-4-0
3897,1960년,167,5938776-4-1
3898,이해남 박사,685,5938776-4-2
3899,1959년,54,6570118-4-0
3900,한양대학보,136,6570118-4-1
3901,ROTC교육훈련,397,6570118-4-2
3902,1978년,48,5938776-5-0
3903,1983년에는,350,5938776-5-1
3904,107일간,299,5938776-5-2
3905,문교부,77,6570118-5-0
3906,23일,209,6570118-5-1
3907,1981년,325,6570118-5-2
3908,개교 50주년 후부터 현재까지,0,5938776-6-0
3909,애지문,216,5938776-6-1
3910,최다 헌혈자,492,5938776-6-2
3911,1994년,105,6570118-6-0
3912,2008년,297,6570118-6-1
3913,ERICA캠퍼스,527,6570118-6-2
3914,두 번째,155,5938776-7-0
3915,4위,843,5938776-7-1
3916,"서울대, 연세대",880,5938776-7-2
3917,2009년,181,6570118-7-0
3918,8명,426,6570118-7-1
3919,3위,1128,6570118-7-2
3920,HYU홀딩스,595,5938776-8-0
3921,IEEE 학회,357,5938776-8-1
3922,1억 이상,455,5938776-8-2
3923,한양대학교,0,6570118-8-0
3924,"일본 토호쿠 국립대학, 중국 북경우전대학",367,6570118-8-1
3925,중소기업기술혁신대전 산학연 유공자 대학부문,384,5938776-9-0
3926,60여개,130,5938776-9-1
3927,60여개,130,6570118-9-0
3928,현장실습,169,6570118-9-1
3929,200억원,362,6570118-9-2
3930,에너지공학과,283,5938776-10-0
3931,2014년,452,5938776-10-1
3932,정책학과,347,5938776-10-2
3933,로스쿨 개원,11,6570118-10-0
3934,7개,149,6570118-10-1
3935,정책학과,389,6570118-10-2
3936,일곱,68,5938776-11-0
3937,158계단 쉼터,202,5938776-11-1
3938,열한 곳,256,5938776-11-2
3939,일곱 곳,68,6570118-11-0
3940,열한 곳,256,6570118-11-1
3941,신한은행과 국민은행,52,6570118-11-2
3942,131만2815m²,28,5938776-12-0
3943,2023년,353,5938776-12-1
3944,3102번,277,5938776-12-2
3945,131만2815m²,28,6570118-12-0
3946,2017년,242,6570118-12-1
3947,캘리포니아 주,4,6549309-0-0
3948,허블스페이스텔레스코,38,6549309-0-1
3949,유대교,115,6549309-0-2
3950,캘리포니아 주,4,6549322-0-0
3951,주디스,33,6549322-0-1
3952,유대교,115,6549322-0-2
3953,인공위성 기술자,55,5860330-0-0
3954,밥 로버츠,593,5860330-0-1
3955,미스터쇼,636,5860330-0-2
3956,쿵푸 팬더,108,6549309-1-0
3957,더스틴 호프먼,191,6549309-1-1
3958,빅이어,222,6549309-1-2
3959,2008년,131,6549322-1-0
3960,더스틴 호프먼,191,6549322-1-1
3961,쿵푸 팬더,108,5860330-1-0
3962,빅이어,222,5860330-1-1
3963,프랫팩,298,5860330-1-2
3964,오피스,14,6549309-2-0
3965,조지 워싱턴,283,6549309-2-1
3966,어덜트스윔쇼,368,6549309-2-2
3967,아이스타트 어 팬 워,110,6549322-2-0
3968,군복,264,6549322-2-1
3969,조지 워싱턴흉내,283,6549322-2-2
3970,어섬타운,235,5860330-2-0
3971,오피스,14,5860330-2-1
3972,조지 워싱턴,283,5860330-2-2
3973,밀로,56,6549309-3-0
3974,2001년,153,6549309-3-1
3975,2008년,239,6549309-3-2
3976,밀로,56,6549322-3-0
3977,로디 에디 리그스,328,6549322-3-1
3978,만화방 주인 밀로,49,5860330-3-0
3979,로디 에디 리그스,328,5860330-3-1
3980,요 가바가바!,431,5860330-3-2
3981,터네이셔스 디,13,6549309-4-0
3982,리암 린치,400,6549309-4-1
3983,벤 스틸러,507,6549309-4-2
3984,리더,22,6549322-4-0
3985,두 장,68,6549322-4-1
3986,제이블,40,5860330-4-0
3987,The Metal,117,5860330-4-1
3988,터네이셔스 D: 운명의 피크,367,5860330-4-2
3989,1977년 12월 21일,0,6540694-0-0
3990,라 프로비당스,95,6540694-0-1
3991,12세,48,6540694-0-2
3992,라 프로비당스,95,6586780-0-0
3993,프랑수아 올랑드,284,6586780-0-1
3994,책임 협약,406,6586780-0-2
3995,1977년,0,6523374-0-0
3996,라 프로비당스,95,6523374-0-1
3997,브리지트 트로뉴,166,6523374-0-2
3998,2016년,74,6540694-1-0
3999,앙 마르슈,20,6540694-1-1
4000,앙 마르슈,20,6586780-1-0
4001,경제산업부 장관직,85,6586780-1-1
4002,앙 마르슈!,20,6523374-1-0
4003,중도 성향,9,6523374-1-1
4004,2016년,0,6523374-1-2
4005,2013년 6월,391,6094633-0-0
4006,JTBC 뉴스룸,30,6094633-0-1
4007,서지현,25,6515266-0-0
4008,조증윤,651,6515266-0-1
4009,2018년 1월 29일,6,6505665-0-0
4010,2013년 6월,391,6505665-0-1
4011,2018년 3월 5일,701,6505665-0-2
4012,2016년 1월 14일,0,6557585-0-0
4013,유튜브,125,6557585-0-1
4014,JYP,343,5896107-0-0
4015,유튜브,125,5896107-0-1
4016,2016년 1월 14일,0,6557618-0-0
4017,쯔위,102,6557618-0-1
4018,중국,211,6557618-0-2
4019,전라도 도서,0,6593082-0-0
4020,필리핀,148,6593082-0-1
4021,도서 지역,4,6549570-0-0
4022,필리핀,148,6549570-0-1
4023,카르텔,231,6549570-0-2
4024,2000여개,11,5862007-0-0
4025,필리핀,148,5862007-0-1
4026,흑산도,88,6593082-1-0
4027,카메라 출동,321,6593082-1-1
4028,현대판 노예의 섬,332,6549570-1-0
4029,흑산도,88,6549570-1-1
4030,전라남도 신안군 흑산도,79,5862007-1-0
4031,카메라 출동,321,5862007-1-1
4032,전남 거문도,82,6593082-2-0
4033,7개월,267,6593082-2-1
4034,티켓다방,92,6549570-2-0
4035,7개월,267,6549570-2-1
4036,800만원,54,5862007-2-0
4037,7개월,267,5862007-2-1
4038,오빠,297,5862007-2-2
4039,김 양식장,15,6593082-3-0
4040,1989년 7월,306,6593082-3-1
4041,김 양식장,15,6549570-3-0
4042,여객선,280,6549570-3-1
4043,김 양식장,15,5862007-3-0
4044,23명,84,5862007-3-1
4045,영광군,226,5862007-3-2
4046,2004년 6월,155,6593082-4-0
4047,2004년 1월,0,6593082-4-1
4048,해남,14,6549570-4-0
4049,마을 주민의 신고,324,6549570-4-1
4050,44년,212,5862007-4-0
4051,6살,171,5862007-4-1
4052,천일염,21,6593082-5-0
4053,2014년,96,6593082-5-1
4054,염전 노예,76,6549570-5-0
4055,침묵의 카르텔,335,6549570-5-1
4056,침묵의 카르텔,335,5862007-5-0
4057,염전 섬노예 폭행과 임금 체불,396,5862007-5-1
4058,에픽하이는,301,6470793-0-0
4059,30곡,132,6470793-0-1
4060,김장훈,49,6470803-0-0
4061,에픽하이와 미리하는 크리스마스 파티 vol.2,234,6470803-0-1
4062,에픽하이,43,5783023-0-0
4063,김장훈,49,5783023-0-1
4064,에픽하이,43,5783023-0-2
4065,Remapping The Human Soul,56,6470793-1-0
4066,빽가,571,6470793-1-1
4067,27곡,36,6470803-1-0
4068,코요태의 빽가,566,6470803-1-1
4069,Love Love Love,469,5783023-1-0
4070,Fan,507,5783023-1-1
4071,친한친구,143,5783023-1-2
4072,DJ 투컷,62,6470803-2-0
4073,타블로,226,6470803-2-1
4074,Mr.Doctor,186,5783023-2-0
4075,Remapping The Human Soul,1,5783023-2-1
4076,DJ 투컷,62,5783023-2-2
4077,Fan,204,6470793-3-0
4078,벅스 차트,210,6470793-3-1
4079,Fan,204,6470803-3-0
4080,Remapping The Human Soul,1,6470803-3-1
4081,Remapping The Human Soul,1,5783023-3-0
4082,Fan,204,5783023-3-1
4083,Fan,204,5783023-3-2
4084,드렁큰 타이거,656,6470793-4-0
4085,힙합플레이야 어워즈,560,6470793-4-1
4086,3위,268,6470803-4-0
4087,팝 장르와의 크로스오버,342,6470803-4-1
4088,Remapping The Human Soul,1,5783023-4-0
4089,에픽하이,140,5783023-4-1
4090,에픽하이,361,5783023-4-2
4091,힙합플레이야,346,6470793-5-0
4092,Remapping The Human Soul,136,6470793-5-1
4093,힙합플레이야,346,6470803-5-0
4094,최우수 힙합 음반상,313,6470803-5-1
4095,Remapping The Human Soul,136,5783023-5-0
4096,대한항공,50,5783023-5-1
4097,에픽하이,7,5783023-5-2
4098,옹정제,0,6541455-0-0
4099,넷째,457,6541455-0-1
4100,제5대,92,6525595-0-0
4101,청나라,87,6525595-0-1
4102,창춘원,161,6541455-1-0
4103,윤아,102,6541455-1-1
4104,대신들,343,6525595-1-0
4105,강희제,151,6525595-1-1
4106,군기처,110,6541455-2-0
4107,내각대학사,350,6541455-2-1
4108,부정부패,477,6525595-2-0
4109,내각대학사,350,6525595-2-1
4110,영화궁,40,6541455-3-0
4111,상서방,106,6541455-3-1
4112,영화궁,40,6525595-3-0
4113,윤진은,78,6525595-3-1
4114,흠차대신,49,6541455-4-0
4115,50만 냥,156,6541455-4-1
4116,황하,19,6525595-4-0
4117,옹친왕,570,6525595-4-1
4118,윤잉,49,6541455-5-0
4119,함안궁,506,6541455-5-1
4120,황태자,96,6525595-5-0
4121,강희제,144,6525595-5-1
4122,만주족 대신들,31,6541455-6-0
4123,효성인황후,398,6541455-6-1
4124,만주족,31,6525595-6-0
4125,윤잉,384,6525595-6-1
4126,윤진,22,6541455-7-0
4127,융과다,389,6541455-7-1
4128,정국,0,6525595-7-0
4129,융과다,389,6525595-7-1
4130,옹왕부,110,6541455-8-0
4131,관가백추도,303,6541455-8-1
4132,임백안,286,6525595-8-0
4133,관가백추도,303,6525595-8-1
4134,윤시,76,6541455-9-0
4135,윤사,163,6541455-9-1
4136,윤시,8,6525595-9-0
4137,정치,146,6525595-9-1
4138,창춘원,40,6541455-10-0
4139,장정옥,226,6541455-10-1
4140,창춘원,40,6525595-10-0
4141,강희제,21,6525595-10-1
4142,윤진,112,6541455-11-0
4143,청사고,286,6541455-11-1
4144,윤진,81,6525595-11-0
4145,증거,439,6525595-11-1
4146,1723년,715,6541455-12-0
4147,9개,762,6541455-12-1
4148,윤제,202,6525595-12-0
4149,사황자,636,6525595-12-1
4150,3일,9,6541455-13-0
4151,옹정,127,6541455-13-1
4152,옹정,223,6525595-13-0
4153,유조,43,6525595-13-1
4154,총리왕대신,277,6541455-14-0
4155,황태후,194,6541455-14-1
4156,옹정제,0,6525595-14-0
4157,형제들,21,6525595-14-1
4158,윤상,167,6541455-15-0
4159,윤제,205,6541455-15-1
4160,윤사,355,6525595-15-0
4161,윤상,78,6525595-15-1
4162,청해성,62,6541455-16-0
4163,1737년,262,6541455-16-1
4164,윤당,0,6525595-16-0
4165,윤아,167,6525595-16-1
4166,무원대장군,226,6541455-17-0
4167,건륭제,346,6541455-17-1
4168,옹정제,0,6525595-17-0
4169,연갱요,216,6525595-17-1
4170,군수방,63,6541455-18-0
4171,태화전,273,6541455-18-1
4172,육부,226,6525595-18-0
4173,의정왕대신회의,23,6525595-18-1
4174,붉은 먹으로 쓴 글씨,150,6541455-19-0
4175,주비유지,187,6541455-19-1
4176,4시,24,6525595-19-0
4177,주필,165,6525595-19-1
4178,강건성세,28,6541455-20-0
4179,700만 냥,151,6541455-20-1
4180,강건성세,28,6525595-20-0
4181,명군,54,6525595-20-1
4182,사사정,241,6541455-21-0
4183,폐,298,6541455-21-1
4184,유민소지,106,6525595-21-0
4185,참수형,407,6525595-21-1
4186,증정,12,6541455-22-0
4187,대의각미록,293,6541455-22-1
4188,증정,12,6525595-22-0
4189,악종기,76,6525595-22-1
4190,원명원,56,6541455-23-0
4191,58세,441,6541455-23-1
4192,10월,14,6525595-23-0
4193,옹정제,128,6525595-23-1
4194,유교,57,6541455-24-0
4195,불교,77,6541455-24-1
4196,강희제,9,6525595-24-0
4197,학문,18,6525595-24-1
4198,군신지간,95,6541455-25-0
4199,표문,362,6541455-25-1
4200,군신지간,95,6525595-25-0
4201,인재,290,6525595-25-1
4202,역사상 가장 근면한 황제,230,6541455-26-0
4203,중정인화,431,6541455-26-1
4204,과로사,120,6525595-26-0
4205,좌우명,393,6525595-26-1
4206,선비들과 돈을 가지고 있던 부유한 대상인들,625,6541455-27-0
4207,60년간,127,6541455-27-1
4208,13년,143,6525595-27-0
4209,여가,417,6525595-27-1
4210,독살 또는 교살,139,6541455-28-0
4211,패륜아,232,6541455-28-1
4212,패륜아,232,6525595-28-0
4213,강희제,134,6525595-28-1
4214,어유에허,275,6541455-29-0
4215,명군,211,6541455-29-1
4216,명군,211,6525595-29-0
4217,영화,259,6525595-29-1
4218,강희제,46,6541455-30-0
4219,강남팔대협,298,6541455-30-1
4220,군림천하,21,6525595-30-0
4221,강남팔대협,298,6525595-30-1
4222,제19대,62,5876576-0-0
4223,전주,94,5876576-0-1
4224,명성왕후,294,5876576-0-2
4225,제19대,62,6551282-0-0
4226,김만기,308,6551282-0-1
4227,숙종,0,6551283-0-0
4228,인경왕후,315,6551283-0-1
4229,민유중,325,6551283-0-2
4230,기사환국,217,5876576-1-0
4231,인현왕후,0,5876576-1-1
4232,갑술환국,319,5876576-1-2
4233,소의,79,6551282-1-0
4234,기사환국,217,6551282-1-1
4235,희빈 장씨,18,6551283-1-0
4236,윤,138,6551283-1-1
4237,갑술환국,319,6551283-1-2
4238,경신환국,105,5876576-2-0
4239,윤증,153,5876576-2-1
4240,실리,231,5876576-2-2
4241,경신환국,105,6551282-2-0
4242,소론,165,6551282-2-1
4243,경신환국,105,6551283-2-0
4244,자치자강,213,6551283-2-1
4245,노론,301,6551283-2-2
4246,현충,166,5876576-3-0
4247,강감찬,200,5876576-3-1
4248,대보단,134,5876576-3-2
4249,대보단,134,6551282-3-0
4250,33년,190,6551282-3-1
4251,명나라,47,6551283-3-0
4252,창덕궁,139,6551283-3-1
4253,강감찬 사당,200,6551283-3-2
4254,세자,268,5876576-4-0
4255,연잉군,298,5876576-4-1
4256,연잉군,298,6551282-4-0
4257,최석정,46,6551282-4-1
4258,이세백,93,6551283-4-0
4259,정쟁의 대상,183,6551283-4-1
4260,숙빈 최씨의 아들 연잉군,288,6551283-4-2
4261,정종,27,5876576-5-0
4262,단종,126,5876576-5-1
4263,금위영,248,5876576-5-2
4264,정순왕후,111,6551282-5-0
4265,금위영,248,6551282-5-1
4266,단종,126,6551283-5-0
4267,금위영,248,6551283-5-1
4268,조선 후기 성리학,341,6551283-5-2
4269,오세번,133,5876576-6-0
4270,북벌론,346,5876576-6-1
4271,서인,258,5876576-6-2
4272,도체찰사부,194,6551282-6-0
4273,윤휴,219,6551282-6-1
4274,도체찰사부,194,6551283-6-0
4275,윤휴,26,6551283-6-1
4276,청의 의심,232,6551283-6-2
4277,청나라,7,5876576-7-0
4278,박태순,165,5876576-7-1
4279,유성룡,66,5876576-7-2
4280,4개월,199,6551282-7-0
4281,4만 석,374,6551282-7-1
4282,국제 무역시장,80,6551283-7-0
4283,박태순,165,6551283-7-1
4284,식량의 지원,33,6551283-7-2
4285,성조,52,6486899-0-0
4286,인황제,184,6486899-0-1
4287,강희,226,6486899-0-2
4288,강희,226,6478740-0-0
4289,성조,52,6478740-0-1
4290,성조,52,6387920-0-0
4291,3대,363,6387920-0-1
4292,엔크 암갈란 칸,298,6387920-0-2
4293,순치제,18,6486899-1-0
4294,보정대신,144,6486899-1-1
4295,가르단,421,6486899-1-2
4296,오배의 난,215,6478740-1-0
4297,1721년,450,6478740-1-1
4298,천연두,23,6387920-1-0
4299,14세,189,6387920-1-1
4300,1721년,450,6387920-1-2
4301,황하,33,6486899-2-0
4302,강희자전,123,6486899-2-1
4303,강건성세,252,6486899-2-2
4304,만주족,191,6478740-2-0
4305,강희대제,372,6478740-2-1
4306,강건성세,252,6387920-2-0
4307,건륭제,286,6387920-2-1
4308,경인궁,44,6486899-3-0
4309,현엽,80,6486899-3-1
4310,효장태후,242,6486899-3-2
4311,경인궁,44,6478740-3-0
4312,술시,367,6478740-3-1
4313,1654년,0,6387920-3-0
4314,후궁,60,6387920-3-1
4315,천연두,33,6486899-4-0
4316,효헌단경황후,248,6486899-4-1
4317,청량사,325,6486899-4-2
4318,천연두,33,6478740-4-0
4319,청량사,325,6478740-4-1
4320,천연두,100,6387920-4-0
4321,청량사,325,6387920-4-1
4322,24세,127,6486899-5-0
4323,소극살합,342,6486899-5-1
4324,1661년,107,6478740-5-0
4325,효장태후,175,6478740-5-1
4326,24세,127,6387920-5-0
4327,효장태후,175,6387920-5-1
4328,8살,5,6486899-6-0
4329,자화황태후,96,6486899-6-1
4330,인헌황태후,211,6486899-6-2
4331,인헌황태후,211,6478740-6-0
4332,8살,5,6478740-6-1
4333,24세,178,6387920-6-0
4334,네 명,356,6387920-6-1
4335,십삼아문,83,6486899-7-0
4336,오배,216,6486899-7-1
4337,제세,462,6486899-7-2
4338,십삼아문,83,6478740-7-0
4339,병부상서 오배,211,6478740-7-1
4340,제세,462,6478740-7-2
4341,십삼아문,83,6387920-7-0
4342,병부상서,211,6387920-7-1
4343,제세,462,6387920-7-2
4344,색니,28,6486899-8-0
4345,역모죄,267,6486899-8-1
4346,역모죄,267,6478740-8-0
4347,군주 기만죄,407,6478740-8-1
4348,색니,28,6387920-8-0
4349,역모죄,267,6387920-8-1
4350,효장태황태후,93,6486899-9-0
4351,단도,211,6486899-9-1
4352,효장태황태후,93,6478740-9-0
4353,단도를 찬 것은,244,6478740-9-1
4354,효장태황태후,93,6387920-9-0
4355,만주족,227,6387920-9-1
4356,선복영,40,6486899-10-0
4357,8년,72,6486899-10-1
4358,선복영,40,6478740-10-0
4359,색액도,337,6478740-10-1
4360,선복영,40,6387920-10-0
4361,1669년,63,6387920-10-1
4362,색액도,337,6387920-10-2
4363,복건,166,6486899-11-0
4364,한족,203,6486899-11-1
4365,평서왕,128,6486899-11-2
4366,삼번,32,6478740-11-0
4367,한족,203,6478740-11-1
4368,오삼계,515,6478740-11-2
4369,한족,203,6387920-11-0
4370,화석건녕공주,563,6387920-11-1
4371,상지신,12,6486899-12-0
4372,반청복명,389,6486899-12-1
4373,영력제,417,6486899-12-2
4374,9년,555,6478740-12-0
4375,오삼계,435,6478740-12-1
4376,요동,28,6387920-12-0
4377,반청복명,389,6387920-12-1
4378,9년,555,6387920-12-2
4379,주삼태자,160,6486899-13-0
4380,주자형,148,6486899-13-1
4381,한족,444,6478740-13-0
4382,양기륭,105,6478740-13-1
4383,양기륭,105,6387920-13-0
4384,성경,219,6387920-13-1
4385,1681년,575,6387920-13-2
4386,주,43,6486899-14-0
4387,곤명,171,6486899-14-1
4388,소무,53,6478740-14-0
4389,번 제도,238,6478740-14-1
4390,황권과 군 통수권을,335,6478740-14-2
4391,주,43,6387920-14-0
4392,오세번,166,6387920-14-1
4393,곤명,191,6387920-14-2
4394,정성공,90,6486899-15-0
